VM,Powerstate,Template,SRM Placeholder,VM Version,Tools,Tools Version,Required Version,Upgradeable,Upgrade Policy,Sync time,App status,Heartbeat status,Kernel Crash state,Operation Ready,State change support,Interactive Guest,Annotation,NB_LAST_BACKUP,Datacenter,Cluster,Host,Folder,OS according to the configuration file,OS according to the VMware Tools,VMRef,VM ID,VM UUID,VMs,VI SDK Server,VI SDK UUID
ecbrprexc01,poweredOn,False,False,19,toolsOld,12325,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 18:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),203,vm-10158,422eee28-7c72-a297-b10a-c1c568c9d06c,,172.20.1.174,172.20.1.174
ecbrprexc02,poweredOn,False,False,19,toolsOld,12325,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 18:00:21 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),41,vm-10159,422e5bec-fc86-e9d1-86bd-69e6321b8e96,,172.20.1.174,172.20.1.174
ecbrprf02,poweredOn,False,False,8,toolsOld,10341,12448,Yes,manual,True,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:01:02 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_SFTP_2",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),293,vm-50500,1115a76f-3805-4614-b629-40fa5cae6487,,172.20.1.174,172.20.1.174
ecbrprf03,poweredOn,False,False,19,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx19.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),212,vm-7230,422e9057-7505-e35c-bf27-8d89943eaf7a,,172.20.1.174,172.20.1.174
ecbrprf05,poweredOn,False,False,19,toolsOld,12389,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:01:02 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_SFTP_1",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),17,vm-45197,422e4184-9d55-5bbc-d6b8-783b592ea6c9,,172.20.1.174,172.20.1.174
ecbrprf06,poweredOn,False,False,19,toolsOld,12389,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:00:44 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_SFTP_1",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),98,vm-46090,422e446b-1641-9318-54ef-751d55fc39b6,,172.20.1.174,172.20.1.174
ecbrprg1,poweredOn,False,False,8,toolsOk,2147483647,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 18:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Red Hat Enterprise Linux 6 (64-bit),Other 2.6.x Linux (64-bit),273,vm-997,423ea01c-036b-3500-9270-3bea51cd8a97,,172.20.1.174,172.20.1.174
ecbrprgmi,poweredOn,False,False,13,toolsOld,11365,12288,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sun Jul  6 02:00:08 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Cluster_BI",DCP,Cluster_BI,ecbrprsx31.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2019 (64-bit),125,vm-10579,422eca13-c1a2-ed38-7453-59041c617351,,172.20.1.174,172.20.1.174
ecbrprh01,poweredOn,False,False,8,toolsOld,10341,12448,Yes,manual,True,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx19.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),208,vm-14311,a2b7ac47-4e2b-4ecd-960a-36e8287fe8d6,,172.20.1.174,172.20.1.174
ecbrprh02,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),164,vm-14357,0ac653c8-f335-46b2-9122-70d9faa39674,,172.20.1.174,172.20.1.174
ecbrprh03,poweredOn,False,False,19,toolsOld,12389,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:02:28 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_SFTP_1",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),16,vm-45199,422e5127-6840-9e0f-d828-d61155a7f38e,,172.20.1.174,172.20.1.174
ecbrprhmb01,poweredOn,False,False,7,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:00:13 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),190,vm-871,423e0d78-71b5-ea80-7c78-254ef62cf918,,172.20.1.174,172.20.1.174
ecbrpris1,poweredOn,False,False,10,toolsOk,10277,12448,No,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 18:00:19 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Other Linux (64-bit),Debian GNU/Linux 9 (64-bit),228,vm-3724,422ed727-ce10-a52f-35ff-e06e4576f167,,172.20.1.174,172.20.1.174
ecbrprkc01,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),35,vm-14336,8cbf296e-0acb-427d-ad92-646decd7e64d,,172.20.1.174,172.20.1.174
ecbrprkc02,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:15 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),64,vm-14352,ac626482-356a-4e33-b453-d4db3b0d3a75,,172.20.1.174,172.20.1.174
ecbrprkf01,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:15 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),33,vm-14356,83325daf-1bba-4084-b6c1-b1a3dba6249e,,172.20.1.174,172.20.1.174
ecbrprkw01,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),158,vm-14343,c9dd3d37-33dc-4b0c-996c-10c4372d915e,,172.20.1.174,172.20.1.174
ecbrprlx02,poweredOn,False,False,14,toolsOk,11296,12448,No,manual,False,none,appStatusGray,False,True,True,False,Servidor de Monitoreo de switch de agencias  - TEUNO,"Sat Jul  5 08:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8 (64-bit),147,vm-4168,422ee753-db2b-7ea5-5a9e-44cd83cd054e,,172.20.1.174,172.20.1.174
ecbrprlx04,poweredOn,False,False,4,toolsNotInstalled,0,12448,No,manual,False,none,appStatusGray,False,False,False,False,,"Sat Jul  5 00:00:11 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_SinAccelerator",DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Ubuntu Linux (64-bit),,99,vm-4550,422ed765-b172-945a-1478-f029f4dcc357,,172.20.1.174,172.20.1.174
ECBRPRLX07,poweredOn,False,False,19,toolsOk,12325,12448,No,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jun 28 08:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_ECBRPRLX07",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),25,vm-34641,1d6f3b2f-a9c2-4cb1-a785-00c2bd43f400,,172.20.1.174,172.20.1.174
ecbrprlx08,poweredOn,False,False,19,toolsNotRunning,12325,12288,No,manual,False,none,appStatusGray,False,False,False,False,,"Sun Jul  6 02:00:10 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Cluster_BI",DCP,Cluster_BI,ecbrprsx31.bgr.com,/DCP,Ubuntu Linux (64-bit),,32,vm-7721,422ef8ce-e7dc-9a11-16f6-63e110900a8c,,172.20.1.174,172.20.1.174
ecbrprlx09,poweredOff,False,False,19,toolsNotRunning,12325,12448,No,manual,False,,appStatusGray,False,False,False,False,,"Sun Aug  4 16:39:37 2024 -0500,ecbrprps1.bgr.com,VMware_Aplicacion_1_UIO_15D_Grupo_17",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Ubuntu Linux (64-bit),,170,vm-7722,422e5e14-afa6-01ad-040b-cf37a0e48fd7,,172.20.1.174,172.20.1.174
ecbrprlx10,poweredOff,False,False,19,toolsNotRunning,12325,12448,No,manual,False,none,appStatusGray,False,False,False,False,,"Sun Aug  4 19:48:18 2024 -0500,ecbrprps1.bgr.com,VMware_Aplicacion_1_UIO_15D_Grupo_19",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),245,vm-7723,422ecebd-4c67-abfa-ad30-baa5ac18ad4f,,172.20.1.174,172.20.1.174
ecbrprlx11,poweredOn,False,False,19,toolsOk,12325,12448,No,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 18:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),233,vm-7726,422e6056-81e9-8928-84b3-0ee78c796bfa,,172.20.1.174,172.20.1.174
ecbrprlx12,poweredOff,False,False,19,toolsNotRunning,12389,12448,No,manual,False,none,appStatusGray,False,False,False,False,,"Tue Jun  3 11:02:04 2025 -0500,ecbrprps1.bgr.com,Test_NewVMkernel",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8 (64-bit),81,vm-12282,422e9e29-11a5-26c7-0112-fbfe8dc32008,,172.20.1.174,172.20.1.174
ecbrprlx13,poweredOn,False,False,19,toolsOk,12389,12448,No,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP/Plantillas_2024/UNIX/RHEL,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),380,vm-14159,422edba0-1088-eca2-289b-1cc9a13dd717,,172.20.1.174,172.20.1.174
ecbrprlx14,poweredOn,False,False,19,toolsOk,12389,12448,No,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:15 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP/Plantillas_2024/UNIX/RHEL,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8 (64-bit),381,vm-14156,422e127b-eb83-3f4a-ad9f-f2316f303e56,,172.20.1.174,172.20.1.174
ecbrprlx15,poweredOn,False,False,19,toolsOk,12389,12448,No,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 18:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP/Plantillas_2024/UNIX/RHEL,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8 (64-bit),382,vm-14157,422eac1e-3e51-6d88-6b2e-0f588a0f8629,,172.20.1.174,172.20.1.174
ecbrprlx16,poweredOn,False,False,19,toolsOk,12389,12448,No,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 20:00:07 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_LX_NBU",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9 (64-bit),70,vm-18638,422eab09-f6a7-5fb4-c08d-d2f3fce20df4,,172.20.1.174,172.20.1.174
ecbrprlx16_REQ 2025-046223,poweredOff,False,False,21,toolsNotInstalled,0,12448,No,manual,False,,,False,False,False,False,,"""Wed Jul  2 23:47:52 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_LX_NBU""",DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Red Hat Enterprise Linux 9 (64-bit),,4,vm-57356,422ea859-0c8b-559d-b5bb-a04e7c21a647,,172.20.1.174,172.20.1.174
ecbrprlx17,poweredOn,False,False,17,toolsOk,12389,12448,No,upgradeAtPowerCycle,True,none,appStatusGray,False,True,True,False,,"Sat Jul  5 21:00:06 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_LX_SSI",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP/Discovered virtual machine,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),358,vm-48181,564d479b-bad2-d1fe-3fbf-28ebc8a4e813,,172.20.1.174,172.20.1.174
ecbrprlx20,poweredOn,False,False,18,toolsOk,12389,12448,No,manual,False,none,appStatusGray,False,True,True,False,Administrado por Dennis Chavez - TCS no administra,,DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 9 (64-bit),210,vm-39948,422e3a45-b5bc-b705-ab17-4e5e28511e19,,172.20.1.174,172.20.1.174
ecbrprlx21,poweredOn,False,False,8,toolsOk,12352,12448,No,manual,False,none,appStatusGray,False,True,True,False,HPE Primera & 3PAR SSMC Appliance,,DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Debian GNU/Linux 6 (64-bit),Debian GNU/Linux 4 (64-bit),96,vm-57852,422ea841-ef8a-8847-ba6c-7ddd85a00e26,,172.20.1.174,172.20.1.174
ecbrprlxcc,poweredOn,False,False,19,toolsOk,12325,12448,No,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:19 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8 (64-bit),314,vm-10064,422e9b7c-0305-06cb-3325-e17fa84fe1d0,,172.20.1.174,172.20.1.174
ecbrprlxdn01,poweredOn,False,False,9,toolsOk,12389,12448,No,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 18:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),184,vm-10174,422e519b-8e1c-7e8c-82ed-8189a3b48592,,172.20.1.174,172.20.1.174
ecbrprlxdn02,poweredOn,False,False,9,toolsOk,12389,12448,No,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 18:00:19 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),167,vm-10176,422ea39b-492d-272e-8258-57a9659f1e7d,,172.20.1.174,172.20.1.174
ecbrprlxgmor,poweredOn,False,False,11,toolsOk,12389,12288,No,manual,False,none,appStatusGray,False,True,True,False,,"Sun Jul  6 02:00:06 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Cluster_BI",DCP,Cluster_BI,ecbrprsx31.bgr.com,/DCP,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),306,vm-10576,422ee028-3af3-d957-2ed1-bd3326114f14,,172.20.1.174,172.20.1.174
ecbrprlxgmtr,poweredOn,False,False,19,toolsOk,11269,12288,No,manual,False,none,appStatusGray,False,True,True,False,,"Sun Jul  6 02:00:07 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Cluster_BI",DCP,Cluster_BI,ecbrprsx31.bgr.com,/DCP,Ubuntu Linux (64-bit),CentOS 7 (64-bit),330,vm-10577,422ebf36-eb05-943e-3a0b-667c301c4832,,172.20.1.174,172.20.1.174
ecbrprmd1,poweredOn,False,False,19,toolsOk,12389,12448,No,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 08:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_1",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8 (64-bit),161,vm-12030,422e7e7c-a8e3-f7ee-1c32-7db70a240604,,172.20.1.174,172.20.1.174
ecbrprmd3,poweredOn,False,False,21,toolsOk,12448,12448,No,manual,False,none,appStatusGray,False,True,True,False,,,DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Red Hat Enterprise Linux 9 (64-bit),Red Hat Enterprise Linux 9 (64-bit),327,vm-54812,422e650d-826c-d273-2d71-b15d42c0c4d1,,172.20.1.174,172.20.1.174
ecbrprmn01,poweredOn,False,False,7,toolsOk,2147483647,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sat Jul  5 18:00:19 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_Aplicacion_2",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,SUSE Linux Enterprise 11 (64-bit),SUSE Linux Enterprise 11 (64-bit),149,vm-461,423ee0a8-3c46-e5b7-8160-52226f1a46ca,,172.20.1.174,172.20.1.174
ecbrprnbk03,poweredOn,False,False,19,toolsOld,12325,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Wed Jul  9 00:08:15 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_02",DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),110,vm-18556,422e3985-344e-3676-4650-eb560d27b322,,172.20.1.174,172.20.1.174
ecbrprpocq03,poweredOn,False,False,19,toolsOld,12389,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,RFC 2025-001385 servidor temporal de base de datos sql server 2019 requerido para las pruebas en Agencia para el proyecto Migración Core Siglo 21,,DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),0,vm-57944,422eb6b1-0977-1bbb-d6d9-2b6dd53fa44b,,172.20.1.174,172.20.1.174
ecbrprq21,poweredOn,False,False,7,toolsOld,10305,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sun Jul  6 17:00:12 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Std_noCL",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),93,vm-1685,420b0e1a-af50-f799-c953-e1b2bc35cffe,,172.20.1.174,172.20.1.174
ecbrprq23,poweredOff,False,False,13,toolsNotRunning,11297,12448,No,manual,False,none,appStatusGray,False,False,False,False,"17/06/2025 apagado solicitado en el RFC 2025-001072 por Rodas Mahauad, Rosita Yalile","Tue Jun 17 20:00:15 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),137,vm-5391,422e8f5d-997d-60aa-43b8-fe27dace0ab2,,172.20.1.174,172.20.1.174
ecbrprq24,poweredOn,False,False,7,toolsOld,11265,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Tue Jul  8 20:00:13 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),295,vm-3503,564da612-00af-6510-f0e7-8a60ac053eda,,172.20.1.174,172.20.1.174
ecbrprq25,poweredOff,False,False,7,toolsNotRunning,11297,12448,No,manual,False,none,appStatusGray,False,False,False,False,"Apagado RFC 2025-001016 lista de observados 16 de mayo 2025 Apagado REQ 2024-073561, RFC 2025-001016 PRY_BGR_SOSTENIBILIDAD 13-06-2025","Fri Jun 13 20:00:13 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2008 R2 (64-bit),,157,vm-1679,564d05af-1deb-3b6d-bfe2-7e5eb11a9521,,172.20.1.174,172.20.1.174
ecbrprq30,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sun Jul  6 17:00:10 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Std_noCL",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),229,vm-1682,423eff83-457c-d9c1-af00-d06f1ae00b49,,172.20.1.174,172.20.1.174
ecbrprq35,poweredOff,False,False,8,toolsNotRunning,10341,12448,No,manual,False,none,appStatusGray,False,False,False,False,"RFC 2025-001061, marte 3 de junio 20:00 a 21:00","Sun Jul  6 17:00:10 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Std_noCL",DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),,231,vm-1606,423e778e-21f8-d503-5c6a-d1a1a97f9028,,172.20.1.174,172.20.1.174
ecbrprq37,poweredOn,False,False,8,toolsOk,10252,12448,Yes,manual,False,none,appStatusGray,False,True,True,True,,"Sun Jul  6 12:00:16 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx19.bgr.com,/DCP,Microsoft Windows Server 2003 (64-bit),Microsoft Windows Server 2003 Standard (32-bit),313,vm-3575,423eed2e-d270-7e78-1d96-c96114d6f84c,,172.20.1.174,172.20.1.174
ecbrprq38,poweredOn,False,False,19,toolsOld,11365,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,Parches 07/02/2023,"Tue Jul  8 20:00:18 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2019 (64-bit),302,vm-7595,422e9258-c04f-7a70-53d4-1715b596fd62,,172.20.1.174,172.20.1.174
ecbrprq44,poweredOn,False,False,8,toolsOld,10341,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sun Jul  6 17:00:14 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Std_noCL",DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),84,vm-1529,423eb1f3-69e0-6331-e0d4-2efecef4122e,,172.20.1.174,172.20.1.174
ecbrprq45,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sun Jul  6 12:00:24 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),72,vm-3650,423e2bc3-acb4-46ab-1733-f3260bf3ee89,,172.20.1.174,172.20.1.174
ecbrprq46,poweredOn,False,False,8,toolsOld,11297,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sun Jul  6 12:00:21 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),89,vm-3116,423e3518-7f36-5c91-ef30-212e566a62df,,172.20.1.174,172.20.1.174
ecbrprq48,poweredOn,False,False,8,toolsOld,11265,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sun Jul  6 12:00:19 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx14.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),120,vm-3038,423e860f-a647-7fac-041c-3d1d816e193e,,172.20.1.174,172.20.1.174
ecbrprq49,poweredOn,False,False,8,toolsOld,11265,12448,Yes,manual,False,none,appStatusGray,False,True,True,False,,"Sun Jul  6 12:00:17 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Datastore_BDD_Ent_noCL",DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2016 (64-bit),187,vm-2784,423e225c-7994-2714-1c58-b8e25d1517d8,,172.20.1.174,172.20.1.174
