VM,Powerstate,Template,SRM Placeholder,# CPU,Sockets,# Cores,Max,Overall,Level,Shares,Reservation,Entitlement,DRS Entitlement,Limit,Hot Add,Hot Remove,Annotation,NB_LAST_BACKUP,Datacenter,Cluster,Host,Folder,OS according to the configuration file,OS according to the VMware Tools,VM ID,VM UUID,VMs,VI SDK Server,VI SDK UUID
OmniStackVC-172-20-45-222,poweredOn,False,False,6,1,6,15564,4643,high,12000,15558,15558,3242,-1,False,False,,,DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP/OVC,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-44,d1c32e42-6f24-3def-e083-943d28fe87f0,,172.20.1.174,172.20.1.174
OmniStackVC-172-20-45-224,poweredOn,False,False,6,1,6,15564,5239,high,12000,15558,15558,5317,-1,False,False,,,DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP/OVC,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-47,961c2e42-17ed-3057-bb4f-8628872b8b49,,172.20.1.174,172.20.1.174
OmniStackVC-172-20-45-226,poweredOn,False,False,6,1,6,15564,1245,high,12000,15558,15558,1271,-1,False,False,,,DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP/OVC,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-50,09272e42-27d9-6332-410d-b31015d106a3,,172.20.1.174,172.20.1.174
OmniStackVC-172-20-45-250,poweredOn,False,False,8,1,8,21552,2397,high,16000,21544,21544,2424,-1,False,False,,,DCP,Cluster_Quito,ecbrprsx19.bgr.com,/DCP,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-7346,422ef1d3-ab87-5f3b-2bfc-df879fccef1f,,172.20.1.174,172.20.1.174
OmniStackVC-172-20-45-48,poweredOn,False,False,8,1,8,23944,3352,high,16000,23936,23936,3441,-1,False,False,,,DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-13313,422e2feb-3b27-3b7b-6b32-53ac4ac4ce30,,172.20.1.174,172.20.1.174
OmniStackVC-172-20-45-66,poweredOn,False,False,8,1,8,23944,3980,high,16000,23936,23936,4070,-1,False,False,,,DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-30628,422e8f31-9643-38d0-3bab-507c176038c7,,172.20.1.174,172.20.1.174
OmniStackVC-172-20-45-69,poweredOn,False,False,8,1,8,23944,5447,high,16000,23936,23936,5596,-1,False,False,,,DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP,Ubuntu Linux (64-bit),Ubuntu Linux (64-bit),vm-30634,422e95a2-579f-c5f3-1e98-88f5d73927d0,,172.20.1.174,172.20.1.174
poc_certificadora,poweredOn,False,False,6,3,2,15564,77,normal,6000,0,1809,77,-1,True,False,,,DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP,Microsoft Windows Server 2022 (64-bit),Microsoft Windows Server 2022 (64-bit),vm-46583,422ed662-aaf5-3948-2934-0ec8f991b4bb,,172.20.1.174,172.20.1.174
puio186f00,poweredOn,False,False,2,2,1,5388,107,normal,2000,0,631,107,-1,True,False,,"Sun Jul  6 02:00:12 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_04",DCP,Cluster_Quito,ecbrprsx19.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-14279,9b50c44f-f8d0-4486-b0c8-c343241fca2b,,172.20.1.174,172.20.1.174
srvpro01,poweredOn,False,False,4,4,1,13968,314,normal,4000,0,1212,349,-1,True,False,,"Tue Jul  8 20:07:13 2025 -0500,ecbrprps1.bgr.com,Prod_UIO_VM_Archivos_01",DCP,Cluster_Quito,ecbrprsx14.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 (32-bit),vm-14415,564de9aa-993f-6faf-a459-d3da6be25200,,172.20.1.174,172.20.1.174
Template Server 2022 v21H2-BASE,poweredOff,True,False,2,1,2,5188,0,normal,2000,0,0,0,-1,True,False,,,DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP/Plantillas_2024/Windows Server 2022,Microsoft Windows Server 2022 (64-bit),,vm-24033,da26f073-dcce-43dd-9a01-f9b8dc8213d3,,172.20.1.174,172.20.1.174
Template Server 2022 v21H2-IIS,poweredOff,True,False,2,1,2,5188,0,normal,2000,0,0,0,-1,True,False,,,DCP,Cluster_Quito,ecbrprsx15.bgr.com,/DCP/Plantillas_2024/Windows Server 2022,Microsoft Windows Server 2022 (64-bit),,vm-45188,f1e89829-84f2-40d1-901f-7fae97e36496,,172.20.1.174,172.20.1.174
Template_RedHat_8.9_no_hard,poweredOff,True,False,2,2,1,0,0,normal,2000,0,0,0,-1,False,False,,,DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP/Plantillas_2024/UNIX,Red Hat Enterprise Linux 8 (64-bit),Red Hat Enterprise Linux 8 (64-bit),vm-10978,422ee308-4fa0-7a22-f867-bf5c2d19d3b2,,172.20.1.174,172.20.1.174
Template_server2016_Base,poweredOff,True,False,2,2,1,5188,0,normal,2000,0,0,0,-1,False,False,Parchado hasta Mayo 2025,,DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP/Plantillas_2024/Windows Sever 2016,Microsoft Windows Server 2016 (64-bit),,vm-53413,422e6ee9-0ba1-7ae8-c2a2-0a4c03c6f91d,,172.20.1.174,172.20.1.174
Template_W2008R2_Entx64,poweredOff,True,False,2,2,1,0,0,normal,2000,0,0,0,-1,True,False,,,DCP,Cluster_Quito,ecbrprsx13.bgr.com,/DCP/Plantillas_2024/Windows Server 2008,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-5349,422eb03a-ff72-d2eb-e8ef-87c972d1a3c2,,172.20.1.174,172.20.1.174
Template_W2016__BDD_sysprep,poweredOff,True,False,2,1,2,0,0,normal,2000,0,0,0,-1,False,False,,,DCP,Cluster_Quito,ecbrprsx19.bgr.com,/DCP/Plantillas_2024/Windows Sever 2016,Microsoft Windows Server 2016 (64-bit),Microsoft Windows Server 2016 (64-bit),vm-10780,422ee21b-3eb7-9851-2435-0b3239e6e2fb,,172.20.1.174,172.20.1.174
Template_W2016_BDD_SQL2016ENT_DOMINIO,poweredOff,True,False,2,1,2,0,0,normal,2000,0,0,0,-1,True,False,Aplicado parches de Julio-Agosto 2021 Aplicado parches de noviembre,,DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP/Plantillas_2024/Windows Sever 2016,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-4230,422e0deb-6af3-20d4-6d8a-5e7a001c0a8b,,172.20.1.174,172.20.1.174
Template_W2016_IIS_DMZ_PD,poweredOff,True,False,2,1,2,0,0,normal,2000,0,0,0,-1,True,False,Aplicado parches de Julio-Agosto 2021 Aplicado parches Noviembre.,,DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP/Plantillas_2024/Windows Sever 2016,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-4450,422efc04-eae2-f62d-e343-4c78b10a09f7,,172.20.1.174,172.20.1.174
Template_W2016_IIS_DOMINIO,poweredOff,True,False,2,1,2,0,0,normal,2000,0,0,0,-1,True,False,Aplicado parches de Julio-Agosto 2021 Aplicado parches Noviembre. Aplicado correcciónes de seguridad,,DCP,Cluster_Quito,ecbrprsx13.bgr.com,/DCP/Plantillas_2024/Windows Sever 2016,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-4203,422e5f3d-8285-7324-ded1-5fa0d6b18a26,,172.20.1.174,172.20.1.174
Template_W2016_SinHardening,poweredOff,True,False,2,2,1,5986,0,normal,2000,0,0,0,-1,True,False,Windows Server 2016 Standard . Sin hardening. Parcheado con cronograma Julio-Agosto. No se encuentra instalado ningún programa adicional. Aplicado parches Noviembre.,,DCP,Cluster_Quito,ecbrprsx22.bgr.com,/DCP/Plantillas_2024/Windows Sever 2016,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 or later (64-bit),vm-4453,422e620f-d75f-1683-b0ac-b77d9f022a95,,172.20.1.174,172.20.1.174
Template_W2016_SO_DMZ,poweredOff,True,False,4,2,2,0,0,normal,4000,0,0,0,-1,False,False,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 (64-bit),vm-4151,422ed15b-bb8b-938c-e91a-ce28a3c80012,,172.20.1.174,172.20.1.174
Template_W2016_SO_DOMINIO_APP,poweredOff,True,False,6,3,2,0,0,normal,6000,0,0,0,-1,True,False,Aplicado parches de Sep-Oct 2023,,DCP,Cluster_Quito,ecbrprsx13.bgr.com,/DCP/Plantillas_2024/Windows Sever 2016,Microsoft Windows Server 2012 (64-bit),Microsoft Windows Server 2012 (64-bit),vm-4207,422e7bac-66fd-be0c-ce1c-a09789ac9760,,172.20.1.174,172.20.1.174
Template_W2016BDD,poweredOff,True,False,4,2,2,0,0,normal,4000,0,0,0,-1,True,False,,,DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 (64-bit),vm-479,422e6ecb-9a27-560f-3bad-847674f2168f,,172.20.1.174,172.20.1.174
Template_W2019_Hardening_Base_Dominio,poweredOff,True,False,2,2,1,0,0,normal,2000,0,0,0,-1,True,False,Parches 07/02/2023,,DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP/Plantillas_2024/Windows Server 2019,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 (64-bit),vm-5834,422eff9d-66dc-b00b-c16b-3a61319e78db,,172.20.1.174,172.20.1.174
Template_W2019_Hardening_Base_NoDominio,poweredOff,True,False,2,2,1,0,0,normal,2000,0,0,0,-1,True,False,Parches 07/02/2023,,DCP,Cluster_Quito,ecbrprsx16.bgr.com,/DCP/Plantillas_2024/Windows Server 2019,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 (64-bit),vm-5129,422e2c77-bdea-d47f-2e94-4ee544e4c56f,,172.20.1.174,172.20.1.174
Template_w2019_Hardening_IIS_DMZ_Dotnet6_D,poweredOff,True,False,2,2,1,0,0,normal,2000,0,0,0,-1,True,False,Parches 07/02/2023,,DCP,Cluster_Quito,ecbrprsx13.bgr.com,/DCP/Plantillas_2024/Windows Server 2019,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 (64-bit),vm-7622,422e7dc0-c715-19e9-a71b-24065fea85ac,,172.20.1.174,172.20.1.174
Template_w2019_Hardening_IIS_DMZ_Dotnet6_p,poweredOff,True,False,2,2,1,0,0,normal,2000,0,0,0,-1,True,False,Parches 07/02/2023,,DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 (64-bit),vm-7619,422e68de-89f2-7a57-e37b-9bef130439ab,,172.20.1.174,172.20.1.174
Template_w2019_Hardening_IIS_Dominio_Dotnet6_p,poweredOff,True,False,2,2,1,0,0,normal,2000,0,0,0,-1,True,False,Parches SEP-OCT2023,,DCP,Cluster_Quito,ecbrprsx13.bgr.com,/DCP/Plantillas_2024/Windows Server 2019,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 (64-bit),vm-7612,422e677e-f1dc-55a6-ba99-be944cc36d2e,,172.20.1.174,172.20.1.174
Template_W2019_Hardening_SQL2019STD_Dominio,poweredOff,True,False,2,2,1,5188,0,normal,2000,0,0,0,-1,True,False,Parches 07/02/2023,,DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP/Plantillas_2024/Windows Server 2019,Microsoft Windows Server 2016 or later (64-bit),,vm-5137,422e942e-2c9b-0194-50d6-3b8fe4033081,,172.20.1.174,172.20.1.174
Template_W2019_SinHardening_Base,poweredOff,True,False,2,1,2,0,0,normal,2000,0,0,0,-1,False,False,Parches 07/02/2023,,DCP,Cluster_Quito,ecbrprsx13.bgr.com,/DCP/Plantillas_2024/Windows Server 2019,Microsoft Windows Server 2016 or later (64-bit),Microsoft Windows Server 2016 (64-bit),vm-5133,422e2140-0040-11de-f7d5-e67dbe34755d,,172.20.1.174,172.20.1.174
Template_Win2025-Base,poweredOff,True,False,2,2,1,5986,0,normal,2000,0,0,0,-1,False,False,,,DCP,Cluster_Quito,ecbrprsx20.bgr.com,/DCP/Plantillas_2024/Windows_Servers_2025,Microsoft Windows Server 2022 (64-bit),,vm-54912,25e35bb4-d8f8-4f0e-8734-bb31f06b2a67,,172.20.1.174,172.20.1.174
Template_Windows2003Standard64bit,poweredOff,True,False,2,2,1,0,0,normal,2000,0,0,0,-1,False,False,,,DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP/Plantillas_2024,Microsoft Windows Server 2003 (64-bit),Microsoft Windows Server 2003 (64-bit),vm-4502,422e8ede-5489-5f98-fae5-f0b9ccad3e24,,172.20.1.174,172.20.1.174
Template_WindowsServer2003_BDD2000,poweredOff,True,False,2,2,1,0,0,normal,2000,0,0,0,-1,False,False,,,DCP,Cluster_Quito,ecbrprsx17.bgr.com,/DCP/Plantillas_2024,Microsoft Windows Server 2003 (64-bit),Microsoft Windows Server 2003 (64-bit),vm-4504,422efd4f-eb20-a846-3616-514d09bf33e8,,172.20.1.174,172.20.1.174
test186com1,poweredOn,False,False,2,1,2,4594,22,normal,2000,0,1213,45,-1,True,False,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-3226,423e7412-4775-f0c0-0e86-c533a01096c7,,172.20.1.174,172.20.1.174
test186cw1,poweredOn,False,False,2,2,1,4594,22,normal,2000,0,1213,45,-1,True,False,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-3163,423e4427-35c2-0dc9-dc9f-606dba1f4051,,172.20.1.174,172.20.1.174
test186h01,poweredOn,False,False,2,1,2,4594,505,normal,2000,0,1213,344,-1,True,False,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-3177,423eb8d6-220a-6a2c-fbff-01270709ddf9,,172.20.1.174,172.20.1.174
test186h01clon,poweredOn,False,False,2,1,2,4594,91,normal,2000,0,1213,160,-1,True,False,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-25946,422e0f8b-454d-93e2-58e0-6c48f8681db0,,172.20.1.174,172.20.1.174
test186h02,poweredOn,False,False,2,1,2,4594,45,normal,2000,0,1213,68,-1,True,False,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-3152,423e0c27-195f-803d-e5b9-bb06fc1ca61a,,172.20.1.174,172.20.1.174
test186h02clon,poweredOn,False,False,2,1,2,4594,68,normal,2000,0,1213,91,-1,True,False,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-25948,422eb737-2072-395c-e9dd-c5865019d4b4,,172.20.1.174,172.20.1.174
test186q01,poweredOn,False,False,2,1,2,4594,45,normal,2000,0,1213,91,-1,True,False,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-3151,423ee98d-1c81-525b-b545-4ccaed4b89b9,,172.20.1.174,172.20.1.174
test186q02,poweredOn,False,False,1,1,1,2297,68,normal,1000,0,611,91,-1,True,False,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-3187,423ef080-5a36-67a3-b6c1-c442897ab936,,172.20.1.174,172.20.1.174
test186q03,poweredOn,False,False,2,2,1,4594,22,normal,2000,0,1213,22,-1,True,False,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-3207,423eca62-5e99-4526-c869-1961edf31ebf,,172.20.1.174,172.20.1.174
test186q04,poweredOn,False,False,4,1,4,9188,2411,normal,4000,0,2426,3215,-1,True,False,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Microsoft Windows Server 2008 (64-bit),Microsoft Windows Server 2008 (64-bit),vm-3182,423ec7f1-a467-dacf-7f24-a88bccb732da,,172.20.1.174,172.20.1.174
test186w01,poweredOn,False,False,1,1,1,2297,45,normal,1000,0,611,68,-1,True,False,,,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-3206,423ef2f9-24cf-5044-a8b0-f9e61f482ed7,,172.20.1.174,172.20.1.174
test186w05,poweredOn,False,False,2,2,1,4594,91,normal,2000,0,1213,114,-1,True,False,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-3150,423e14aa-c091-94ba-c614-701358dc91e2,,172.20.1.174,172.20.1.174
test186w06,poweredOn,False,False,1,1,1,2297,68,normal,1000,0,611,45,-1,True,False,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-3205,423e8270-ffc9-ce83-4b96-f6ef52d9e38c,,172.20.1.174,172.20.1.174
test186w07,poweredOn,False,False,2,2,1,4594,45,normal,2000,0,1213,45,-1,True,False,,,DCP,Cluster_Test,ecbrtssx05.bgr.com,/DCP,Microsoft Windows Server 2003 Standard (32-bit),Microsoft Windows Server 2003 Standard (32-bit),vm-3136,423edb89-497d-3d4e-6291-c74821b4eb70,,172.20.1.174,172.20.1.174
test186w09,poweredOn,False,False,2,1,2,4594,114,normal,2000,0,1213,137,-1,True,False,,,DCP,Cluster_Test,ecbrtssx06.bgr.com,/DCP,Microsoft Windows Server 2008 R2 (64-bit),Microsoft Windows Server 2008 R2 (64-bit),vm-3149,423e371d-8a03-58f5-91f9-e572941c132c,,172.20.1.174,172.20.1.174
vCLS-38443851-4131-4d32-3239-34303036374c,poweredOn,False,False,1,1,1,0,0,normal,1000,0,0,0,-1,False,False,,,DCP,Cluster_Quito,ecbrprsx18.bgr.com,/DCP/vCLS,VMware Photon CRX (64-bit),VMware Photon CRX (64-bit),vm-55840,564db03b-27ea-b47d-bfe6-3c1f5b364639,,172.20.1.174,172.20.1.174
vCLS-394a3153-4138-4d32-3244-314d3031464e,poweredOn,False,False,1,1,1,0,0,normal,1000,0,0,0,-1,False,False,,,DCP,Cluster_Quito,ecbrprsx21.bgr.com,/DCP/vCLS,VMware Photon CRX (64-bit),VMware Photon CRX (64-bit),vm-55933,564d9876-e952-9d51-67d6-b47cb7e0ad4f,,172.20.1.174,172.20.1.174
vCLS-7ee39516-b2fc-442c-b439-bcd5a1fb20ec,poweredOn,False,False,1,1,1,0,0,normal,1000,0,0,0,-1,False,False,"vSphere Cluster Service VM is deployed from an OVA with a minimal installed profile of PhotonOS. vSphere Cluster Service manages the resources, power state and availability of these VMs. vSphere Cluster Service VMs are required for maintaining the health and availability of vSphere Cluster Service. Any impact on the power state or resources of these VMs might degrade the health of the vSphere Cluster Service and cause vSphere DRS to cease operation for the cluster. ",,DCP,Cluster_Test,ecbrtssx05.bgr.com,/DCP/vCLS,Other 2.6.x Linux (64-bit),VMware Photon OS (64-bit),vm-30003,422eef47-15d4-b7d3-5c7d-44a77a690a90,,172.20.1.174,172.20.1.174
vCLS-824960f0-1889-4a7e-9751-667f0d6bcd6b,poweredOn,False,False,1,1,1,0,0,normal,1000,0,0,0,-1,False,False,"vSphere Cluster Service VM is deployed from an OVA with a minimal installed profile of PhotonOS. vSphere Cluster Service manages the resources, power state and availability of these VMs. vSphere Cluster Service VMs are required for maintaining the health and availability of vSphere Cluster Service. Any impact on the power state or resources of these VMs might degrade the health of the vSphere Cluster Service and cause vSphere DRS to cease operation for the cluster. ",,DCP,Cluster_Test,ecbrtssx06.bgr.com,/DCP/vCLS,Other 2.6.x Linux (64-bit),VMware Photon OS (64-bit),vm-30001,422e1c91-81f3-8490-a07e-a8db8a3cec84,,172.20.1.174,172.20.1.174
vCLS-96f9b1cb-1265-4fc6-9b2c-8ccb96119600,poweredOn,False,False,1,1,1,0,0,normal,1000,0,0,0,-1,False,False,"vSphere Cluster Service VM is deployed from an OVA with a minimal installed profile of PhotonOS. vSphere Cluster Service manages the resources, power state and availability of these VMs. vSphere Cluster Service VMs are required for maintaining the health and availability of vSphere Cluster Service. Any impact on the power state or resources of these VMs might degrade the health of the vSphere Cluster Service and cause vSphere DRS to cease operation for the cluster. ",,DCP,Cluster_BI,ecbrprsx31.bgr.com,/DCP/vCLS,Other 2.6.x Linux (64-bit),VMware Photon OS (64-bit),vm-30002,422e192d-0feb-5aef-609d-c643e2668684,,172.20.1.174,172.20.1.174
vCLS-d3221465-9cf2-42fc-8499-543d7d1670f2,poweredOn,False,False,1,1,1,0,0,normal,1000,0,0,0,-1,False,False,"vSphere Cluster Service VM is deployed from an OVA with a minimal installed profile of PhotonOS. vSphere Cluster Service manages the resources, power state and availability of these VMs. vSphere Cluster Service VMs are required for maintaining the health and availability of vSphere Cluster Service. Any impact on the power state or resources of these VMs might degrade the health of the vSphere Cluster Service and cause vSphere DRS to cease operation for the cluster. ",,DCP,Cluster_Test,ecbrtssx04.bgr.com,/DCP/vCLS,Other 2.6.x Linux (64-bit),VMware Photon OS (64-bit),vm-30004,422e120b-8f96-ef03-96bd-6b48b0ff04c3,,172.20.1.174,172.20.1.174
